Player,Matches,BattingInnings,TotalBallFaced,TotalRuns,NotOuts,BattingAvg,Bestscore,StrikeRate,BowlingInnings,TotalBallBowled,TotalWickets,BestWickets,TotalRunsConceded,BowlingAvg,TotalOverBowled,EconomyRate
Shakib Al Hasan,71,52,665,795,12,19.875,66,119.54887218045114,70,665,71,3,1864,26.253521126760564,252.5,7.3821782178217825
Shashank Singh,6,5,47,69,1,17.25,25,146.80851063829786,2,47,0,0,20,inf,2.1666666666666665,9.230769230769232
Shivam Mavi,32,11,58,51,2,5.666666666666667,20,87.93103448275862,32,58,33,4,958,29.03030303030303,114.5,8.366812227074236
Shivam Sharma,5,2,3,5,1,5.0,4,166.66666666666669,5,3,4,2,165,41.25,19.0,8.68421052631579
Shoaib Ahmed,7,3,6,1,1,0.5,1,16.666666666666664,7,6,5,2,154,30.8,17.166666666666668,8.970873786407767
Shoaib Akhtar,3,1,8,2,0,2.0,2,25.0,3,8,5,4,54,10.8,7.666666666666667,7.0434782608695645
Shoaib Malik,6,5,49,52,1,13.0,24,106.12244897959184,5,49,2,1,87,43.5,9.666666666666666,9.0
Shubman Gill,70,70,1555,1900,11,32.20338983050848,96,122.18649517684888,0,1555,0,0,0,0.0,0.0,0.0
Simarjeet Singh,6,3,8,7,2,7.0,3,87.5,6,8,4,2,143,35.75,18.83333333333333,7.592920353982302
Sohail Tanvir,11,5,31,36,2,12.0,13,116.12903225806453,11,31,24,6,275,11.458333333333334,44.16666666666666,6.226415094339623
Sunny Gupta,1,1,1,0,0,0.0,0,0.0,1,1,0,0,47,inf,3.1666666666666665,14.842105263157896
Sunny Singh,5,5,31,43,1,10.75,20,138.70967741935485,0,31,0,0,0,0.0,0.0,0.0
Swapnil Singh,5,3,20,12,0,4.0,10,60.0,5,20,1,1,90,90.0,10.166666666666666,8.852459016393443
T Banton,2,2,22,18,0,9.0,10,81.81818181818183,0,22,0,0,0,0.0,0.0,0.0
T Henderson,2,2,16,11,1,11.0,11,68.75,2,16,1,1,41,41.0,6.0,6.833333333333333
T Kohli,3,3,20,11,0,3.6666666666666665,7,55.00000000000001,0,20,0,0,0,0.0,0.0,0.0
T Natarajan,35,2,5,3,2,inf,3,60.0,35,5,43,3,1116,25.953488372093023,132.16666666666666,8.443883984867592
T Shamsi,5,1,4,2,1,inf,2,50.0,5,4,3,1,185,61.66666666666666,20.0,9.25
T Stubbs,2,2,4,2,1,2.0,2,50.0,0,4,0,0,0,0.0,0.0,0.0
T Taibu,3,3,26,31,0,10.333333333333334,15,119.23076923076924,0,26,0,0,0,0.0,0.0,0.0
T Thushara,6,4,19,12,2,6.0,8,63.1578947368421,6,19,10,4,164,16.4,24.0,6.833333333333333
TA Boult,78,14,49,53,9,10.6,17,108.16326530612244,78,49,99,4,2522,25.474747474747478,310.0,8.135483870967741
TD Paine,2,2,29,10,0,5.0,8,34.48275862068966,0,29,0,0,0,0.0,0.0,0.0
TG Southee,52,19,108,120,8,10.909090909090908,36,111.11111111111111,52,108,55,5,1695,30.818181818181817,204.33333333333331,8.2952691680261
TH David,9,9,94,187,2,26.714285714285715,46,198.93617021276597,0,94,0,0,0,0.0,0.0,0.0
TK Curran,13,10,108,127,5,25.4,54,117.59259259259258,13,108,13,3,432,33.23076923076923,42.0,10.285714285714286
TL Seifert,3,3,26,26,0,8.666666666666666,21,100.0,0,26,0,0,0,0.0,0.0,0.0
TL Suman,40,39,587,676,9,22.53333333333333,78,115.1618398637138,11,587,7,2,198,28.285714285714285,25.33333333333333,7.815789473684211
TM Dilshan,50,50,1047,1153,9,28.121951219512194,76,110.12416427889208,25,1047,5,1,368,73.6,45.833333333333336,8.02909090909091
TM Head,10,10,151,205,4,34.166666666666664,75,135.76158940397352,5,151,3,2,81,27.0,8.0,10.125
TM Srivastava,3,3,11,8,2,8.0,7,72.72727272727273,0,11,0,0,0,0.0,0.0,0.0
TP Sudhindra,3,0,0,0,0,0.0,0,0.0,3,0,1,1,137,137.0,12.333333333333334,11.108108108108109
TR Birt,5,5,59,75,0,15.0,27,127.1186440677966,0,59,0,0,0,0.0,0.0,0.0
TS Mills,10,5,14,8,1,2.0,6,57.14285714285714,10,14,11,3,349,31.727272727272727,36.333333333333336,9.605504587155965
TU Deshpande,7,2,12,21,1,21.0,20,175.0,7,12,4,2,260,65.0,25.5,10.196078431372548
Tejas Baroka,1,0,0,0,0,0.0,0,0.0,1,0,0,0,33,inf,3.5,9.428571428571429
Tilak Varma,14,14,313,397,4,39.7,61,126.8370607028754,2,313,0,0,13,inf,2.0,6.5
U Kaul,1,1,1,0,1,0.0,0,0.0,0,1,0,0,0,0.0,0.0,0.0
UA Birla,1,1,15,7,0,7.0,7,46.66666666666666,0,15,0,0,0,0.0,0.0,0.0
UBT Chand,20,20,314,300,0,15.0,58,95.54140127388536,0,314,0,0,0,0.0,0.0,0.0
UT Khawaja,6,6,105,127,1,25.4,30,120.95238095238096,0,105,0,0,0,0.0,0.0,0.0
UT Yadav,132,41,176,177,23,9.833333333333334,24,100.5681818181818,132,176,153,4,4041,26.41176470588235,490.8333333333333,8.232937181663837
Umar Gul,6,4,19,39,1,13.0,24,205.26315789473685,6,19,14,4,198,14.142857142857142,25.5,7.764705882352941
Umran Malik,17,4,8,4,3,4.0,3,50.0,17,8,25,5,551,22.04,64.66666666666667,8.52061855670103
V Kohli,216,215,5266,6634,22,34.373056994818654,113,125.9779718951766,26,5266,5,2,371,74.2,44.0,8.431818181818182
V Pratap Singh,9,1,1,0,0,0.0,0,0.0,9,1,12,3,300,25.0,35.166666666666664,8.530805687203792
V Sehwag,104,104,1833,2728,6,27.836734693877556,122,148.82705946535734,15,1833,6,2,236,39.333333333333336,23.0,10.26086956521739
V Shankar,47,41,616,731,11,24.366666666666667,63,118.66883116883118,22,616,12,2,344,28.666666666666668,43.0,8.0
VG Arora,5,4,14,5,2,2.5,2,35.714285714285715,5,14,4,2,165,41.25,18.33333333333333,9.0
VH Zol,2,2,26,29,0,14.5,16,111.53846153846156,0,26,0,0,0,0.0,0.0,0.0
VR Aaron,50,12,73,50,8,12.5,17,68.4931506849315,50,73,46,3,1527,33.19565217391305,177.5,8.60281690140845
VR Iyer,22,22,474,552,2,27.6,67,116.45569620253164,8,474,3,2,117,39.0,13.0,9.0
VRV Singh,18,2,3,4,1,4.0,4,133.33333333333331,18,3,16,3,549,34.3125,61.833333333333336,8.878706199460916
VS Malik,13,2,7,7,1,7.0,6,100.0,13,7,6,2,268,44.66666666666666,35.333333333333336,7.584905660377358
VS Yeligati,2,1,2,2,0,2.0,2,100.0,2,2,0,0,61,inf,5.333333333333333,11.4375
VVS Laxman,20,20,271,282,4,17.625,52,104.0590405904059,0,271,0,0,0,0.0,0.0,0.0
VY Mahesh,17,5,28,15,3,7.5,6,53.57142857142857,17,28,22,5,511,23.227272727272727,59.833333333333336,8.540389972144846
Virat Singh,2,2,26,15,-1,5.0,11,57.692307692307686,0,26,0,0,0,0.0,0.0,0.0
Vishnu Vinod,3,3,26,19,0,6.333333333333333,9,73.07692307692307,0,26,0,0,0,0.0,0.0,0.0
W Jaffer,8,8,129,130,1,18.571428571428573,50,100.7751937984496,0,129,0,0,0,0.0,0.0,0.0
WA Mota,10,8,76,56,3,11.2,25,73.68421052631578,7,76,4,1,98,24.5,12.5,7.84
WD Parnell,26,12,80,63,3,7.0,16,78.75,26,80,31,4,731,23.580645161290324,100.16666666666669,7.29783693843594
WP Saha,117,117,1951,2427,21,25.28125,115,124.39774474628396,0,1951,0,0,0,0.0,0.0,0.0
WPUJC Vaas,13,11,73,81,4,11.571428571428571,20,110.95890410958904,13,73,22,3,364,16.545454545454547,48.0,7.583333333333333
Washington Sundar,50,32,278,318,9,13.826086956521738,40,114.38848920863308,49,278,35,3,1116,31.88571428571429,154.66666666666666,7.2155172413793105
X Thalaivan Sargunam,1,1,17,10,0,10.0,10,58.82352941176471,0,17,0,0,0,0.0,0.0,0.0
Y Gnaneswara Rao,2,1,18,19,0,19.0,19,105.55555555555556,1,18,0,0,7,inf,1.0,7.0
Y Nagar,20,20,271,285,5,19.0,44,105.1660516605166,8,271,4,2,125,31.25,12.0,10.416666666666666
Y Prithvi Raj,2,1,1,0,1,0.0,0,0.0,2,1,1,1,57,57.0,5.5,10.363636363636363
Y Venugopal Rao,57,52,865,985,10,23.452380952380956,71,113.8728323699422,20,865,7,2,338,48.285714285714285,37.0,9.135135135135137
YA Abdulla,11,1,1,0,1,0.0,0,0.0,11,1,15,4,311,20.73333333333333,37.0,8.405405405405405
YBK Jaiswal,23,23,410,547,0,23.782608695652176,68,133.41463414634148,1,410,0,0,6,inf,0.1666666666666666,36.0
YK Pathan,161,153,2334,3222,42,29.027027027027028,100,138.04627249357327,82,2334,46,3,1443,31.369565217391305,197.33333333333331,7.3125
YS Chahal,130,17,89,37,11,6.166666666666667,8,41.57303370786517,130,89,172,5,3699,21.50581395348837,490.0,7.548979591836734
YV Takawale,10,10,183,192,2,24.0,45,104.91803278688523,0,183,0,0,0,0.0,0.0,0.0
Yash Dayal,9,1,1,0,0,0.0,0,0.0,9,1,13,3,296,22.76923076923077,34.166666666666664,8.663414634146342
Yashpal Singh,4,4,67,47,0,11.75,20,70.1492537313433,0,67,0,0,0,0.0,0.0,0.0
Younis Khan,1,1,7,3,0,3.0,3,42.85714285714285,0,7,0,0,0,0.0,0.0,0.0
Yuvraj Singh,129,126,2207,2754,17,25.26605504587156,83,124.78477571363842,73,2207,39,4,1091,27.97435897435897,147.0,7.421768707482993
Z Khan,99,27,141,117,12,7.8,23,82.97872340425532,99,141,119,4,2860,24.03361344537815,379.3333333333333,7.539543057996485
